A--!EGBM69UJNJ	あ--!えGBM69うJんJ
AA-!08M7EU00S0	ああ-!08M7えう00S0
AA-!8JGYENE!K-	ああ-!8JGYえね!K-
AA-!ZKZ-JMS-SE	ああ-!ZKZ-JMS-せ
AA-!ZNZPMKZ-SE	ああ-!ZんZPMKZ-せ
AA--JTISZMNS!Z	ああ--JちSZMんS!Z
AA--AJ4!NUMKN0	ああ--あJ4!ぬMKん0
AA-.!ED!JK0NEY	ああ-.!えD!JK0ねY
AA-.DY.KUI5-ES	ああ-.DY.くい5-えS
AA-.ONTRT2JTU.	ああ-.おんTRT2Jつ.
AA-0!93U1U5.U2	ああ-0!93う1う5.う2
AA-3KMYMUNN07E	ああ-3KMYむんん07え
AA-4UG.D8R9NPG	ああ-4うG.D8R9んPG
AA-5B.KNUNJM7!	ああ-5B.KぬんJM7!
AA-5N8MIG.7-KG	ああ-5ん8みG.7-KG
AA-5NN0MD2JNY-	ああ-5んん0MD2JんY-
AA-7N6D!.GMNYE	ああ-7ん6D!.GMんYえ
AA-7NNGN26-DN-	ああ-7んんGん26-Dん-
AA-8KS8KM.GEM!	ああ-8KS8KM.げM!
AA-9!KUZMJGHG!	ああ-9!くZMJGHG!
AA-90MHDNN5KU-	ああ-90MHDんん5く-
AA-9BNEGZ!I9N.	ああ-9BねGZ!い9ん.
AA-9TKG.OTUOU-	ああ-9TKG.おつおう-
AA-BRRS5U.WNU-	ああ-BRRS5う.Wぬ-
AA-D09I0KGE.N-	ああ-D09い0Kげ.ん-
AA-D0K6D0NNTN-	ああ-D0K6D0んんTん-
AA-DJZM0MN43M.	ああ-DJZM0Mん43M.
AA-DE9GNW-N7N0	ああ-Dえ9GんW-ん7ん0
AA-G!G!YN6.AKM	ああ-G!G!Yん6.あKM
AA-G-H5KRU.SK-	ああ-G-H5Kる.SK-
AA-GKY!TUYSHGZ	ああ-GKY!つYSHGZ
AA-GMT-ZWBNZ0Z	ああ-GMT-ZWBんZ0Z
AA-GYGW!BWE.U.	ああ-GYGW!Bゑ.う.
AA-GNR.4PGY48G	ああ-GんR.4PGY48G
AA-J-MK5UKJ0G!	ああ-J-MK5うKJ0G!
AA-J.TGA4-.SK-	ああ-J.Tが4-.SK-
AA-JNN!HT9GE9-	ああ-Jんん!HT9げ9-
AA-M4Z!K0NBJNU	ああ-M4Z!K0んBJぬ
AA-MYYDS8USSTU	ああ-MYYDS8うSSつ
AA-PHSJ.N8N.U.	ああ-PHSJ.ん8ん.う.
AA-RRP8UT-E.GZ	ああ-RRP8うT-え.GZ
AA-RT.MYWGSU1U	ああ-RT.MYWGす1う
AA-S9.UKWBTSUU	ああ-S9.うKWBTすう
AA-SSD.9P.ZDTU	ああ-SSD.9P.ZDつ
AA-SPUZUUKS!DY	ああ-SぷずうKS!DY
AA-TRNUZO5DYU-	ああ-TRぬぞ5Dゆ-
AA-TWN0--ZZKEE	ああ-TWん0--ZZけえ
AA-Y9E6KGGMN0-	ああ-Y9え6KGGMん0-
AA-YMN9NNE9A5-	ああ-YMん9んね9あ5-
AA-Z3UTRZKZDTU	ああ-Z3うTRZKZDつ
AA-Z4GW!M8NMJG	ああ-Z4GW!M8んMJG
AA-Z7GJNDGN7-!	ああ-Z7GJんDGん7-!
AA-ZDBSTN8YNT.	ああ-ZDBSTん8YんT.
AA-ZDDGWZ5YNT.	ああ-ZDDGWZ5YんT.
AA-A4KN!J!E.N-	ああ-あ4Kん!J!え.ん-
AA-IK7.NKM.55G	ああ-いK7.んKM.55G
AA-U-UPJ.TDS9S	ああ-う-うPJ.TDS9S
AA-U9GZRR3KGN4	ああ-う9GZRR3KGん4
AA-UM!HUSPUURY	ああ-うM!ふSぷうRY
AA-UT!24KTETKM	ああ-うT!24KてTKM
AA-UTZYUI.RR5E	ああ-うTじゅい.RR5え
AA-UYW0UTEJMYG	ああ-うYW0うてJMYG
AA-UUSPYRT!JGZ	ああ-ううSPYRT!JGZ
AA-UTUR!U.THYA	ああ-うつR!う.THや
AA-E9HZUDTUY.M	ああ-え9HずDつY.M
AA-EMT0OYUUURY	ああ-えMT0おゆううRY
AA-EA--MSWN.0-	ああ-えあ--MSWん.0-
AA-ENNGK07YE9-	ああ-えんんGK07Yえ9-
AA-O4SD..UTE-Y	ああ-お4SD..うて-Y
AA-OY8HNZGN.U.	ああ-おY8HんZGん.う.
AA-GA4N.MMW9N0	ああ-が4ん.MMW9ん0
AA-NINBD.3N0!-	ああ-にんBD.3ん0!-
AA-NO2NGNJK!!-	ああ-の2んGんJK!!-
AA-ME0N8Y9N-BG	ああ-め0ん8Y9ん-BG
AA-N-IHN94.!EG	ああ-ん-いHん94.!えG
AA-NGMN!YZI28G	ああ-んGMん!Yじ28G
AA-NK!G.9AZM9E	ああ-んK!G.9あZM9え
AA-NMGU8HMM99S	ああ-んMぐ8HMM99S
AA-NN7!SRKNBN0	ああ-んん7!SRKんBん0
AAA.M0M9KTNN5Y	あああ.M0M9KTんん5Y
AAAM-.-2NG!9NJ	あああM-.-2んG!9んJ
AAANIN!GN7!YU-	あああにん!Gん7!ゆ-
AAANN.-KE49M!Z	あああんん.-け49M!Z
AAI!GMZZ9KNG3-	ああい!GMZZ9KんG3-
AAI!MGNPKS.9N0	ああい!MGんPKS.9ん0
AAI-80D!.GMNYE	ああい-80D!.GMんYえ
AAI-UN0N!A4.KM	ああい-うん0ん!あ4.KM
AAI.-SM0TE-H.-	ああい.-SM0て-H.-
AAI.Z!KNNM1T9G	ああい.Z!KんんM1T9G
AAI0JDK.MT!0.G	ああい0JDK.MT!0.G
AAI0YMMYG0U!GJ	ああい0YMMYG0う!GJ
AAI4U.NZMB!N8M	ああい4う.んZMB!ん8M
AAI7UN-.NNI5D!	ああい7うん-.んに5D!
AAIGK9NKT0G-0Z	ああいGK9んKT0G-0Z
AAIGZ.KB!!UN8M	ああいGZ.KB!!うん8M
AAIMG-N-89JG5-	ああいMG-ん-89JG5-
AAIMZ7G.GN3!K-	ああいMZ7G.Gん3!K-
AAIW!4GNKNG!ZZ	ああいW!4GんKんG!ZZ
AAIWTM5NG.!9NJ	ああいWTM5んG.!9んJ
AAIZNMGNSY09D!	ああいZんMGんSY09D!
AAIUTYNUKTA.0-	ああいうTYぬKた.0-
AAIUNUZG7UP-K-	ああいうぬZG7うP-K-
AAIE.MYGKK.!05	ああいえ.MYGKK.!05
AAIEJ0.M-G9.D!	ああいえJ0.M-G9.D!
AAINERYGM0N90-	ああいねRYGM0ん90-
AAIN4JG.-8SMM!	ああいん4JG.-8SMM!
AAINRGMM6!9.GZ	ああいんRGMM6!9.GZ
AAINZJTD!!UN8M	ああいんZJTD!!うん8M
AAU!ZNI3B9NM.M	ああう!Zに3B9んM.M
AAU!OR-TGHR-U.	ああう!おR-TGHR-う.
AAU-SD.U!PP.EY	ああう-SD.う!PP.えY
AAU-WNOZMM!E-Z	ああう-WのZMM!え-Z
AAU.!KM3!JMTHN	ああう.!KM3!JMTHん
AAU.-IUGNWP2M.	ああう.-いうGんWP2M.
AAU..PURYP-E5M	ああう..ぷRYP-え5M
AAU0NHN9B-U!KM	ああう0んHん9B-う!KM
AAU10IKNUM9M.M	ああう10いKぬM9M.M
AAU3DN3DGY9-U-	ああう3Dん3DGY9-う-
AAU3SJYGSR--T-	ああう3SJYGSR--T-
AAU3UU4!!5O8!Z	ああう3うう4!!5お8!Z
AAU3N97UKNRDTU	ああう3ん97うKんRDつ
AAU53N0709UZD!	ああう53ん0709うZD!
AAU60700-!!ZEG	ああう60700-!!ぜG
AAU8UBG-RTZ-YS	ああう8うBG-RTZ-YS
AAU8UDUB-TZ-YS	ああう8うDうB-TZ-YS
AAU9-EN6DNIN!-	ああう9-えん6Dにん!-
AAUB.SY.RP5T.M	ああうB.SY.RP5T.M
AAUB.E.UEMY7Y-	ああうB.え.うえMY7Y-
AAUBMGN.87K!MZ	ああうBMGん.87K!MZ
AAUD.8G99TJDTU	ああうD.8G99TJDつ
AAUD9JM!MTJZN0	ああうD9JM!MTJZん0
AAUDZ-RP-.3EU-	ああうDZ-RP-.3えう-
AAUGBTZP...2TY	ああうGBTZP...2TY
AAUH!RMG0NI9M.	ああうH!RMG0に9M.
AAUHSDTT.R.5Y-	ああうHSDTT.R.5Y-
AAUHWNUMPMT.9U	ああうHWぬMPMT.9う
AAUHTUKURS2-.-	ああうHつくRS2-.-
AAUJJRKS0..NZZ	ああうJJRKS0..んZZ
AAUK-KUR.P5SS-	ああうK-くR.P5SS-
AAUK.8GG29YDTU	ああうK.8GG29YDつ
AAUK3YYGU9U4EM	ああうK3YYぐ9う4えM
AAUK9GE.U8RRD!	ああうK9げ.う8RRD!
AAUKRRU5-WSUMZ	ああうKRる5-WすMZ
AAUM9HG8KNSM-!	ああうM9HG8KんSM-!
AAUMJE!M!Y6KNU	ああうMJえ!M!Y6Kぬ
AAUMK.T7MN1KN0	ああうMK.T7Mん1Kん0
AAUPTUTUY-3HN-	ああうPつつY-3Hん-
AAURJYZ.JNZSN0	ああうRJYZ.JんZSん0
AAUSB7K!NKNNZ!	ああうSB7K!んKんんZ!
AAUSTNRK93D.N4	ああうSTんRK93D.ん4
AAUTGZ-RY9SAU-	ああうTGZ-RY9さう-
AAUTMDT!N7BTR!	ああうTMDT!ん7BTR!
AAUTRD5ZYMZRUZ	ああうTRD5ZYMZるZ
AAUTYPMUEZWU9U	ああうTYPむえZWう9う
AAUTYR.P!UAUMZ	ああうTYR.P!うあうMZ
AAUW-!MN4KJEN0	ああうW-!Mん4KJえん0
AAUWZ.R7UUNTBT	ああうWZ.R7ううんTBT
AAUY.NEUPR!PS-	ああうY.ねうPR!PS-
AAUYBGUT.1.WT-	ああうYBぐT.1.WT-
AAUYSZ.U9DBTS-	ああうYSZ.う9DBTS-
AAUZGBK80!KM.M	ああうZGBK80!KM.M
AAUIN0TEJN!9K-	ああういん0てJん!9K-
AAUU3ISTRZMYU-	ああうう3いSTRZみゅ-
AAUUD34PN4NK.-	ああううD34Pん4んK.-
AAUUP-.-DOR!GZ	ああううP-.-DおR!GZ
AAUEPY-US.4MYS	ああうえPY-うS.4MYS
AAUZU.HJJ-ZN9U	ああうず.HJJ-Zん9う
AAUNU-Z4RZTDWS	ああうぬ-Z4RZTDWS
AAUNURRR99GBN0	ああうぬRRR99GBん0
AAUN3Y2GK4UKU-	ああうん3Y2GK4うく-
AAUN4M95--NIHN	ああうん4M95--にHん
AAUNTRSNT5WWYU	ああうんTRSんT5WWゆ
AAE-9SMZYUYED.	ああえ-9SMじゅYえD.
AAE-GZM90N0KDY	ああえ-GZM90ん0KDY
AAE-KGUWNM79N0	ああえ-KぐWんM79ん0
AAE.9-!ZEK9MGJ	ああえ.9-!ぜK9MGJ
AAE.D7-9MJN5N-	ああえ.D7-9MJん5ん-
AAE.G0KN97K-E-	ああえ.G0Kん97K-え-
AAE09J!MJTUK.M	ああえ09J!MJつK.M
AAE0K7GMK.MZ9U	ああえ0K7GMK.MZ9う
AAE0UKI.0KG!K-	ああえ0うき.0KG!K-
AAE39NEKY-MN0-	ああえ39ねKY-Mん0-
AAE7NMRUN70NK-	ああえ7んMるん70んK-
AAE8NK!GIZ-M9U	ああえ8んK!ぎZ-M9う
AAE9NN6-GWKUM!	ああえ9んん6-GWくM!
AAEK0-MGR8JN-!	ああえK0-MGR8Jん-!
AAEMN0W.I4MN9U	ああえMん0W.い4Mん9う
AAET!3J9.JMM.M	ああえT!3J9.JMM.M
AAET9.4N4NKJD.	ああえT9.4ん4んKJD.
AAEW!NUNK-9E8M	ああえW!ぬんK-9え8M
AAEWUURNWM-N5Y	ああえWううRんWM-ん5Y
AAEWUYUTTYN-1U	ああえWうゆTTYん-1う
AAEY.DSP3U.-T-	ああえY.DSP3う.-T-
AAEYGW.-9E.ITU	ああえYGW.-9え.いつ
AAEYNPU7-G.-KS	ああえYんぷ7-G.-KS
AAEZ!Y7!NTGKNJ	ああえZ!Y7!んTGKんJ
AAEZ9K.98NTMEM	ああえZ9K.98んTめM
AAEZG9.IKM.!9E	ああえZG9.いKM.!9え
AAEZYNS-UPUR4-	ああえZYんS-うぷR4-
AAEZNM4M0NY7D.	ああえZんM4M0んY7D.
AAEIN6N9N.MTR!	ああえいん6ん9ん.MTR!
AAEU.E!IYN!K8M	ああえう.え!いYん!K8M
AAEU9MSPY..EK-	ああえう9MSPY..えK-
AAEN!KBN0RY0N-	ああえん!KBん0RY0ん-
AAENJMK4-85-.M	ああえんJMK4-85-.M
AAENK1K.M--8G!	ああえんK1K.M--8G!
AAO.ZRTGNUR7T-	ああお.ZRTGぬR7T-
AAO0M.MN9DNM3-	ああお0M.Mん9DんM3-
AAO5UYTZG-YKTU	ああお5うYTZG-YKつ
AAOMG-U9ZSK-D.	ああおMG-う9ZSK-D.
AAOTY0SUNRRMU-	ああおTY0すんRRむ-
AAOY5UTRTU.IM.	ああおY5うTRつ.いM.
AAOYGGU.WTT5-Y	ああおYGぐ.WTT5-Y
AAOI.KNG0!ND-!	ああおい.KんG0!んD-!
AAOUU-WGNUR7T-	ああおうう-WGぬR7T-
AAGAS!9JNMM9.-	ああがS!9JんMM9.-
AAKUUYKKT53G9U	ああくうYKKT53G9う
AAGU.IK!70MWNG	ああぐ.いK!70MWんG
AAGUJ7YM!0MWNG	ああぐJ7YM!0MWんG
AAGUKSY943RGN-	ああぐKSY943RGん-
AAKETM0M8.N3K-	ああけTM0M8.ん3K-
AAJU.T-5WSRTYG	ああじゅ.T-5WSRTYG
AAJU3TUDMN9R9U	ああじゅ3つDMん9R9う
AAJU4HMM!MD..0	ああじゅ4HMM!MD..0
AASUMJRT-YU6TU	ああすMJRT-ゆ6つ
AASURB.1--T.YG	ああすRB.1--T.YG
AASUSJRYT4MZU-	ああすSJRYT4Mず-
AASUY-5.DURHT-	ああすY-5.DうRHT-
AAZUA-TZ.9RDTU	ああずあ-TZ.9RDつ
AAZUUU.DIR!PS-	ああずうう.DいR!PS-
AASE!DNN96-NK-	ああせ!Dんん96-んK-
AASEWTT.UDZU9Y	ああせWTT.うDず9Y
AAZE9JN5M9.TKM	ああぜ9Jん5M9.TKM
AATIU0MK.M0J9G	ああちう0MK.M0J9G
AATU!JW!M8NMJG	ああつ!JW!M8んMJG
AATU3YS.-P-PNG	ああつ3YS.-P-PんG
AATUGWUPW.TN3-	ああつGWうPW.Tん3-
AATUR.KUW0WSTG	ああつR.くW0WSTG
AATUR49M8UGRNJ	ああつR49M8うGRんJ
AATURWSK5NZ.KM	ああつRWSK5んZ.KM
AATUY4ZJMTWUSU	ああつY4ZJMTWうす
AATUUT9SEYWI.U	ああつうT9せYゐ.う
AATEKZU4RTW.UZ	ああてKず4RTW.うZ
AATETZYU8R.-BU	ああてTじゅ8R.-ぶ
AATEYZN2N0NK9M	ああてYZん2ん0んK9M
AATESIURUYZU!Y	ああてしうるYず!Y
AANA47TJN.!M.M	ああな47TJん.!M.M
AANI!.N-8RKM5E	ああに!.ん-8RKM5え
AANI!0YTGMJ-8G	ああに!0YTGMJ-8G
AANI-5M8SN4.KM	ああに-5M8Sん4.KM
AANIG!-8N!KSKS	ああにG!-8ん!KSKS
AANIUT.SYE0RK-	ああにうT.SYえ0RK-
AANIUW!5G-KKN0	ああにうW!5G-KKん0
AANU!H-G57KK.M	ああぬ!H-G57KK.M
AANU2JN5YMIN!-	ああぬ2Jん5Yみん!-
AANU7MIJNGR0-!	ああぬ7みJんGR0-!
AANUB!2N.KNIZ!	ああぬB!2ん.KにZ!
AANUM.1JD0KM!-	ああぬM.1JD0KM!-
AANUMKMU5H90K-	ああぬMKむ5H90K-
AANUZR.I!MRSKS	ああぬZR.い!MRSKS
AANUOP-!RP-NUU	ああぬおP-!RP-ぬう
AANE4T-TDDP!-!	ああね4T-TDDP!-!
AANEP9-9MJN5N-	ああねP9-9MJん5ん-
AANENNMP8I.4!-	ああねんんMP8い.4!-
AANO5MRW.GK-U-	ああの5MRW.GK-う-
AANONN9KSUM7M!	ああのんん9KすM7M!
AABI09GU0.KM.M	ああび09ぐ0.KM.M
AABINGZ-.!97NG	ああびんGZ-.!97んG
AAHUZNN.8UHYU-	ああふZんん.8うHゆ-
AAHUUUN.JZY6N-	ああふううん.JZY6ん-
AAPU.P5-WN.RTG	ああぷ.P5-Wん.RTG
AAPU.W5D-.ZRTG	ああぷ.W5D-.ZRTG
AAPU89-nmc15UZ	ああぷ89-ナムコ15うZ
AAPUKRSS!RS.N-	ああぷKRSS!RS.ん-
AAPUMRRZM.5RUZ	ああぷMRRZM.5るZ
AAMA!N19N.MD.-	ああま!ん19ん.MD.-
AAMI8ZZNGU4M9M	ああみ8ZZんぐ4M9M
AAMIMMTGN30.8Y	ああみMMTGん30.8Y
AAMIZ3NK5GM9.-	ああみZ3んK5GM9.-
AAMU.9OMNN7IG!	ああむ.9おMんん7いG!
AAMUW!JM3M9NGZ	ああむW!JM3M9んGZ
AAMUZ!URWNKYES	ああむZ!うRWんKYえS
AAMUGEW5YYYNS-	ああむげW5YYYんS-
AAME-GKI7.8!G.	ああめ-Gき7.8!G.
AAME3KN!N9B.-Z	ああめ3Kん!ん9B.-Z
AAMEM3JM0.NT9Y	ああめM3JM0.んT9Y
AAYUTPUY2MUGZZ	ああゆTぷY2むGZZ
AAYUU5WBMW.TUU	ああゆう5WBMW.つう
AAYUNU2R95YDNG	ああゆぬ2R95YDんG
AAYO!SUMR.TDUZ	ああよ!すMR.TDうZ
AARU.RUGW-S7E-	あある.るGW-S7え-
AARU39YK5-GUKG	あある39YK5-ぐKG
AARU4.G9DGUI8-	あある4.G9Dぐい8-
AARU9P-A-MSUU.	あある9P-あ-Mすう.
AARUPZN3T--JTU	ああるPZん3T--Jつ
AARUSG.4A.--WT	ああるSG.4あ.--WT
AARUZSZY-G4UIT	ああるZSZY-G4ういT
AARUU2Z-RGNZWT	ああるう2Z-RGんZWT
AARUPEG.-0RYS-	ああるぺG.-0RYS-
AAN!07..PEMKKG	ああん!07..ぺMKKG
AAN!EHY-N!0DD.	ああん!えHY-ん!0DD.
AAN-!38R0D5.05	ああん-!38R0D5.05
AAN-0ZTS-IJ-E-	ああん-0ZTS-いJ-え-
AAN-75NK9NEKS-	ああん-75んK9ねKS-
AAN-94.GUBD3YU	ああん-94.ぐBD3ゆ
AAN-G0MHMI94U.	ああん-G0MHみ94う.
AAN-MGNWHN34!-	ああん-MGんWHん34!-
AAN-UOEYYT3TU-	ああん-うおえYYT3つ-
AAN-N5INGK9P!Z	ああん-ん5いんGK9P!Z
AAN.5MRM0D8I.M	ああん.5MRM0D8い.M
AAN.7TDN.M1JM!	ああん.7TDん.M1JM!
AAN.97!.WIMGEG	ああん.97!.ゐMげG
AAN.K6TK-M!1NG	ああん.K6TK-M!1んG
AAN.UYZ8ZWNANU	ああん.うYZ8ZWなぬ
AAN.NKGJT7-1M!	ああん.んKGJT7-1M!
AAN02MNM.KYOG!	ああん02MんM.きょG!
AAN0GPG!7KZNK-	ああん0GPG!7KZんK-
AAN0MIRM4N-8GZ	ああん0みRM4ん-8GZ
AAN0N.IBDG.7-!	ああん0ん.いBDG.7-!
AAN1!K0KNSD-N-	ああん1!K0KんSD-ん-
AAN1J-9N!M.TKE	ああん1J-9ん!M.Tけ
AAN1JMTUN9.IM!	ああん1JMつん9.いM!
AAN1M!5-6.!0S0	ああん1M!5-6.!0S0
AAN25-KJZ!NMD.	ああん25-KJZ!んMD.
AAN2JTNNYMZG7!	ああん2JTんんYMZG7!
AAN4!.6!30G1U-	ああん4!.6!30G1う-
AAN40NTKRN0IMZ	ああん40んTKRん0いMZ
AAN4DNM7GKZZ0-	ああん4DんM7GKZZ0-
AAN4DNM9ZMA.0-	ああん4DんM9Zま.0-
AAN573859GT-.0	ああん573859GT-.0
AAN5MYDB09NZ.M	ああん5MYDB09んZ.M
AAN5EKN!KE.7Y-	ああん5えKん!け.7Y-
AAN5N-!WN7TKJG	ああん5ん-!Wん7TKJG
AAN6JBTM4.NM!.	ああん6JBTM4.んM!.
AAN8.MGMJ-2!EY	ああん8.MGMJ-2!えY
AAN9R-M0GJ7E.M	ああん9R-M0GJ7え.M
AAN9TG9MZZ7MJG	ああん9TG9MZZ7MJG
AAN9ZJM!BS.KG!	ああん9ZJM!BS.KG!
AAN9U!KEM-J1.M	ああん9う!けM-J1.M
AAN9E-JM.UI7G!	ああん9え-JM.うい7G!
AAN9GE--K7.J5M	ああん9げ--K7.J5M
AANBSY.-9E.ITU	ああんBSY.-9え.いつ
AAND!GJ6GY-!MZ	ああんD!GJ6GY-!MZ
AAND.NN7G7ZPM!	ああんD.んん7G7ZPM!
AANDZK80TDM0N-	ああんDZK80TDM0ん-
AANG009--KWKEG	ああんG009--KWけG
AANG7IN-IK0U!U	ああんG7いん-いK0う!う
AANG98IZM!MJTU	ああんG98いZM!MJつ
AANGM.E-D690K-	ああんGM.え-D690K-
AANGM9JMM98SS-	ああんGM9JMM98SS-
AANGN!IU-K6M5Y	ああんGん!いう-K6M5Y
AANH..MG2!2K.M	ああんH..MG2!2K.M
AANH9EYN!E!RN-	ああんH9えYん!え!Rん-
AANJ!GK!W.B5.M	ああんJ!GK!W.B5.M
AANJ-YENNG!!W2	ああんJ-YえんんG!!W2
AANJ9!RMYEENZ!	ああんJ9!RMYええんZ!
AANJM-JD!EU90-	ああんJM-JD!えう90-
AANJM4Y0-!EZKG	ああんJM4Y0-!えZKG
AANJSEMN4Z9!K-	ああんJせMん4Z9!K-
AANK--UOUMJ7TU	ああんK--うおうMJ7つ
AANKG-8!NWM5YE	ああんKG-8!んWM5Yえ
AANM0MKRAU!N8-	ああんM0MKらう!ん8-
AANM0YK70YMUEG	ああんM0YK70YむえG
AANM6MZ99JMTUG	ああんM6MZ99JMつG
AANM6N!-4TI.JG	ああんM6ん!-4ち.JG
AANM7.0DPN.9EM	ああんM7.0DPん.9えM
AANMHK0-KG4.T0	ああんMHK0-KG4.T0
AANPGM!JNY75M.	ああんPGM!JんY75M.
AANPJ7!4NMGZ.M	ああんPJ7!4んMGZ.M
AANR!UWTU-OSYG	ああんR!うWつ-おSYG
AANRTKRJ4UG09U	ああんRTKRJ4うG09う
AANRN!S09EWNKM	ああんRん!S09えWんKM
AANSMJIGZ9N4-!	ああんSMじGZ9ん4-!
AANSKURS.PTR!Z	ああんSくRS.PTR!Z
AANT9.TNBONYS-	ああんT9.TんぼんYS-
AANTGN16KYM!.M	ああんTGん16KYM!.M
AANTMH5KN7N-9U	ああんTMH5Kん7ん-9う
AANYS!G.KTHWTU	ああんYS!G.KTHWつ
AANYRIS!S-NUEY	ああんYりS!S-ぬえY
AANZ!D9DN0KZE-	ああんZ!D9Dん0Kぜ-
AANZ0STURBRYU-	ああんZ0SつRBRゆ-
AANZ2-MK0GJ4M.	ああんZ2-MK0GJ4M.
AANZ6G!!MZDKGY	ああんZ6G!!MZDKGY
AANKIKMGU1!.0-	ああんきKMぐ1!.0-
AANGIN!9BG-6.-	ああんぎん!9BG-6.-
AANNIM2I5UN.!Y	ああんにM2い5うん.!Y
AANNON0KT0YMD!	ああんのん0KT0YMD!
AANMINNU24.H!-	ああんみんぬ24.H!-
AANN!S!EYK1K.M	ああんん!S!えYK1K.M
AANN09WM!R.KEE	ああんん09WM!R.けえ
AANN2RNW5NJM!-	ああんん2RんW5んJM!-
AANNM2W-G!J3M.	ああんんM2W-G!J3M.
AANNS!P9MSKKN0	ああんんS!P9MSKKん0
AANNS8.80853.0	ああんんS8.80853.0
AANNWN-!EI49GZ	ああんんWん-!えい49GZ
AANNN0-J4MB5Y-	ああんんん0-J4MB5Y-
AI-!HS05N.DKKG	あい-!HS05ん.DKKG
AI-!RSSIGR.NON	あい-!RSしGR.のん
AI-!T.K3GNHE8M	あい-!T.K3Gんへ8M
AI--SSKJ-ZZM5E	あい--SSKJ-ZZM5え
AI-.JBN5!GGI8-	あい-.JBん5!Gぎ8-
AI-.K5MGNP3IN0	あい-.K5MGんP3いん0
AI-.N82EJ!GBM.	あい-.ん82えJ!GBM.
AI-04NKNB1NE.-	あい-04んKんB1ね.-
AI-0J9GM5IGZYG	あい-0J9GM5いGZYG
AI-3-GWUMPNUON	あい-3-GWうMPぬおん
AI-3GT6M0DNJ.M	あい-3GT6M0DんJ.M
AI-3ORGTTS.YGZ	あい-3おRGTTS.YGZ
AI-4.UAMJM!0JG	あい-4.うあMJM!0JG
AI-4T2MS!DEGTY	あい-4T2MS!DえGTY
AI-4ZGZDJM!0JG	あい-4ZGZDJM!0JG
AI-4UU4K6RGUJG	あい-4うう4K6RぐJG
AI-4NZJNN5BDZ!	あい-4んZJんん5BDZ!
AI-5MKGI.03NEY	あい-5MKぎ.03ねY
AI-6UZ-SEMNHT-	あい-6うZ-せMんHT-
AI-7ERNNN1NZD!	あい-7えRんんん1んZD!
AI-9GNMBT0N8ON	あい-9GんMBT0ん8おん
AI-9JE-GU6M!JG	あい-9Jえ-ぐ6M!JG
AI-9N0!.AED.KE	あい-9ん0!.あえD.け
AI-BD!N0Y5NNJS	あい-BD!ん0Y5んんJS
AI-BD.U.SUW4SS	あい-BD.う.すW4SS
AI-BNU2Z.OGKU-	あい-Bぬ2Z.おGく-
AI-D!7U.M8NHEG	あい-D!7う.M8んへG
AI-D!ENN81I-G.	あい-D!えんん81い-G.
AI-D6Z.GRTRSSU	あい-D6Z.GRTRSす
AI-DE-2M3MTND!	あい-Dえ-2M3MTんD!
AI-DNNYOD0!EN0	あい-DんにょD0!えん0
AI-G!ONK1N0GK-	あい-G!おんK1ん0GK-
AI-G.4KOTUS.PS	あい-G.4こつS.PS
AI-G0ND9EW!JGZ	あい-G0んD9えW!JGZ
AI-G67IG.G.IG!	あい-G67いG.G.いG!
AI-G9.7AN-K0EG	あい-G9.7あん-K0えG
AI-G94UJZNEHM!	あい-G94うJZねHM!
AI-GJHNS!-N92G	あい-GJHんS!-ん92G
AI-GM..K9AIG05	あい-GM..K9あいG05
AI-GMM8ZD0G6YG	あい-GMM8ZD0G6YG
AI-GMN3I.N3-7E	あい-GMん3い.ん3-7え
AI-GSIZUK9UYES	あい-GしずK9うYえS
AI-HS5M-MSH-U.	あい-HS5M-MSH-う.
AI-J0BDNNG00TY	あい-J0BDんんG00TY
AI-JDB0GG80M-.	あい-JDB0GG80M-.
AI-JJTK5TEN9N0	あい-JJTK5てん9ん0
AI-JKGSN!2E8.M	あい-JKGSん!2え8.M
AI-JPGJ5!0UNKM	あい-JPGJ5!0うんKM
AI-JBE9G.E90N-	あい-Jべ9G.え90ん-
AI-K-GH6!G0D.G	あい-K-GH6!G0D.G
AI-K39NJT0EGMZ	あい-K39んJT0えGMZ
AI-K3U0GMIJG!Z	あい-K3う0GみJG!Z
AI-KG8ENI!BU.0	あい-KG8えに!ぶ.0
AI-M93MNNSJE3-	あい-M93MんんSJえ3-
AI-MDOGG0M.88M	あい-MDおGG0M.88M
AI-MHHTZS5T.N-	あい-MHHTZS5T.ん-
AI-RBZNK5KN5N0	あい-RBZんK5Kん5ん0
AI-RDMPUS0N.ON	あい-RDMぷS0ん.おん
AI-RG.RNSZA!EY	あい-RG.RんSざ!えY
AI-RG9JN-1MNE0	あい-RG9Jん-1Mね0
AI-RR-S.GUZO2G	あい-RR-S.ぐぞ2G
AI-RTZ-3JGNTJS	あい-RTZ-3JGんTJS
AI-RTZ-3JNNBSU	あい-RTZ-3JんんBす
AI-T.O.KUDSE8M	あい-T.お.くDせ8M
AI-ZMSN3MWZ-SE	あい-ZMSん3MWZ-せ
AI-A!JN9-0NUDE	あい-あ!Jん9-0ぬDえ
AI-AN0GN93ME-Y	あい-あん0Gん93め-Y
AI-I-NUN751KNG	あい-い-ぬん751KんG
AI-IKSMNG40Z8G	あい-いKSMんG40Z8G
AI-U!HNM4-8JEG	あい-う!HんM4-8JえG
