444.RN.DA.ACE-	444.Rn.だ.ace-
O6.602LE-E!N!5	お 6.602 Le-え! ん! 5
O6IN.-ROMUGFEY	お 6 in.-ろ mug fey
-.O-7CUKUTOEBU	-.お-7 Cu く toe ぶ
O7-DUDTSZRLA.U	お 7-dud ts Zr la.う
-O..7ENBUORNIF	-お..7 えんぶ or ん if
-O7EPONKEFRN..	-お 7 えぽんけ Fr ん..
-O7NUT.JOFATUR	-お 7 nut.じょ fat Ur
O7OF.-JUFAYMG.	お 7 of.-じゅ Fay Mg.
O82TUUCL.410!5	お 82 つう Cl.410! 5
O88!.MELDEIDN-	お 88!.meld え id ん-
O8.8PUFU45020E	お 8.8 ぷふ 45020 え
O8918!FR.N05EE	お 8918! Fr.ん 05 ええ
O.8CSFU-BYWETU	お.8 cs ふ-by wet う
O8FRU-DUUZAWE-	お 8 Fr う-づうざ we-
O8-MU-ILSAMZE-	お 8-む-い ls am ぜ-
.O.8SEX54!245E	.お.8 sex 54! 245 え
O9539400LSURES	お 9539400 ls Ur es
O!9.55FUO303KS	お! 9.55 ふお 303 ks
O9GOBFE-.ORU-.	お 9 gob Fe-.or う-.
-O9GYPTOGE..OF	-お 9 gyp tog え..of
O9LIZUFA-.RNBU	お 9 Liz Ufa-.Rn ぶ
O9-MIHUGUTEXYE	お 9-みふ gut ex ye
O9OF.US-YERYEE	お 9 of.us-ye rye え
O9.U-FAUSSPYKE	お 9.う-fa us spy け
O9UU14-35-03LE	お 9 うう 14-35-03 Le
O9XETUUPOD.-EM	お 9 Xe つう pod.-em
O..A4FU-IRSAU-	お..あ 4 ふ-い rs Au-
OA-9MGUNJOLTTY	おあ-9 Mg うん jolt Ty
.-OA.CDSTY5UIT	.-おあ.Cd sty 5 う it
!O.A.IKEND9!LE	! お.あ.Ike Nd 9! Le
OANNLIGD!.9A-!	お Ann Li Gd!.9 あ-!
OATCR0WU-NEUTY	oat Cr 0 Wu-ねう Ty
OAXE4ZU.URFIT-	お axe 4 ず.Ur fit-
OAXNIJU..0SNKS	お ax にじゅ..0 Sn ks
OAX--SUNED4PU-	お ax--sun Ed 4 ぷ-
OB--0XEMDANUYU	Ob--0 Xe Md an うゆ
OB3U!U!0353-XE	Ob 3 う! う! 0353-Xe
.OB42FU-E!MDIT	.Ob 42 ふ-え! Md it
.OBPFA.UIMN3.-	.お BP fa.うい Mn 3.-
OB.PUTUASLYN4-	Ob.put うあ sly ん 4-
OBRNSUP4CL-ZU-	Ob Rn sup 4 Cl-ず-
OBU7-TUATCL.YU	Ob う 7-つ at Cl.ゆ
O.BUMS0CRAUTY-	お.bums 0 Cr Au Ty-
OBURYFLO6MU-UU	お bury Flo 6 む-うう
O-BUTI.XE4TUXE	お-but い.Xe 4 tux え
OCD-TYNAT.O0TU	お Cd-Ty Nat.お 0 つ
-OCIGI.3METUX-	-お Ci ぎ.3 め tux-
OCITSUDBZU-.3-	お Ci つ dB ず-.3-
OCL!!GA7530.9U	お Cl!! が 7530.9 う
OCLPHNU!RUM-KS	お Cl pH ぬ! rum-ks
OCR85-3EU5059-	お Cr 85-3 えう 5059-
O---CRIUE0DUHN	お---Cr いうえ 0 duh ん
OCS.-0RATBGYU-	お cs.-0 ら Tb ぎゅ-
OCT358AU-5!09U	Oct 358 Au-5! 09 う
OCT54!185KSU.0	Oct 54! 185 ks う.0
OCT5RE.-OTINYU	Oct 5 れ.-お tiny う
-O-CU7UFRECO.-	-お-Cu 7 う Fr Eco.-
OCUN571U.541!-	お Cu ん 571 う.541!-
--OCUNDTOR-5ON	--お Cu Nd tor-5 on
-O.DBFRO8-ULSU	-お.dB fro 8-う ls う
-ODIUNRSFUO6U-	-おぢうん rs ふお 6 う-
OE1U370.14FU.!	おえ 1 う 370.14 ふ.!
O!!E380LE-A00-	お!! え 380 Le-あ 00-
-OE.7DUSLYPUBU	-おえ.7 づ sly pub う
O.E7-WUDINFUXE	お.え 7-Wu din ふ Xe
OE!BUIEXPUUR.-	おえ! ぶい ex ぷ Ur.-
OERRMUI0.TATUX	お err むい 0.た tux
OERSCU!51!93.0	おえ rs Cu! 51! 93.0
.OEXYUP-PDGTE0	.お ex yup-Pd GTE 0
OEZU-.XEFRA4TY	おえず-.Xe Fr あ 4 Ty
OF13U5.034HU-!	of 13 う 5.034 ふ-!
OF14O.4.1!55N.	of 14 お.4.1! 55 ん.
OF31.8!51YE!UU	of 31.8! 51 ye! うう
OF31.9U5571MU.	of 31.9 う 5571 む.
OF3359U!SON30-	of 3359 う! son 30-
OF3JIN1-N-!ING	of 3 じん 1-ん-! ING
OF3RS6!.5023NU	of 3 rs 6!.5023 ぬ
OF3SUO!N30034-	of 3 すお! ん 30034-
OF4.0790OGU51U	of 4.0790 おぐ 51 う
OF8-.5912.3U5E	of 8-.5912.3 う 5 え
OF!86.315N4TSU	of! 86.315 ん 4 つ
OF8-EMFUPUOXYU	of 8-em ふぷ ox ゆ
OF8ZAU.5491U!5	of 8 ざう.5491 う! 5
OF96690SU53TUG	of 96690 す 53 tug
-OF.CRHU0TRYSE	-of.Cr ふ 0 try せ
.OFDOZRFRCS.0-	.of ど Zr Fr cs.0-
O.FE3802U95!OU	お.Fe 3802 う 95! おう
OFERO-UU9WEJU-	of えろ-うう 9 we じゅ-
OFFZNON.2YOMD.	off Zn on.2 よ Md.
OFINMUDOX.5YE-	of in mud ox.5 ye-
!OFIZUUO.EBYUR	! of いずうお.え by Ur
-OFLSLOYAM-0N-	-of ls lo yam-0 ん-
OFN3-JULIAUTY-	of ん 3-Julia う Ty-
.OFNU9080EM691	.of ぬ 9080 em 691
OF.O9IPUKUESU-	of.お 9 いぷく es う-
OFOU534200NU8-	of おう 534200 ぬ 8-
OFOWND!OU.EUTY	of ow Nd! おう.えう Ty
.OFPOU4JUTSIN-	.of ぽう 4 juts in-
OFRAZUWEREU9.-	of らず were う 9.-
OFRFUNIWOU!O.U	お Fr fun いをう! お.う
OFRN2I.GOTOU.-	of Rn 2 い.got おう.-
OFRYE3RSZAMU-.	of rye 3 rs ざむ-.
OFSF!N!!BARDTY	お FSF! ん!! bard Ty
OFSPIN3WU.EUTY	of spin 3 Wu.えう Ty
OFT.ECROWLUU9-	oft.え Cr owl うう 9-
OFTLAAY..3TUTY	oft la ay..3 つ Ty
OFUKO5O.YEFR.-	of うこ 5 お.ye Fr.-
OFUMPODGO.-8U-	of um pod ご.-8 う-
OFUP.I4ZN.GOPT	of up.い 4 Zn.ご Pt
OFUPUCI.SI.7TU	of up う Ci.し.7 つ
-OFUR0XEDUO-KS	-of Ur 0 Xe duo-ks
OFZRN.RDS1HUT-	of Zr ん.RDS 1 hut-
OGD.08MILKOMG!	お Gd.08 milk お Mg!
-OGDOXBUTS.!KS	-お Gd ox buts.! ks
OGUOBY4-LSWMUU	おぐお by 4-ls Wm うう
OH9MN.-OFDUTON	oh 9 Mn.-of づ ton
OHEYSUFR.!PB.U	お hey す Fr.! Pb.う
OIDE5!FRY-TED!	お id え 5! fry-Ted!
OIFMA-ZE0ZUI.-	お if ま-ぜ 0 ずい.-
-OIFUP9UOUN.OF	-お if up 9 うおうん.of
OIF.-USRNPA.2U	お if.-us Rn ぱ.2 う
.OI.I!ANUFEPYU	.おい.い! an う Fe ぴゅ
-OII-NECU5SKYU	-おいい-ね Cu 5 sky う
OIJED0--NN94LE	おい Jed 0--んん 94 Le
-OILYPENU!GAYU	-oily pen う! gay う
OINK3.ECUD49TU	oink 3.え cud 49 つ
.OIS6REFRE-UYU	.お is 6 ref れ-うゆ
-O-IUU8FARTEXU	-お-いうう 8 fart ex う
-.OJEWNNE.8AXU	-.お Jew んね.8 ax う
OJI0ARU-FUZRTU	おじ 0 ある-ふ Zr つ
OJIM.CD9.!ELF0	お Jim.Cd 9.! elf 0
O!JINE3.IFN!KS	お! じね 3.if ん! ks
.OJU600542FU2U	.おじゅ 600542 ふ 2 う
.OJUPITSFAU-9U	.おじゅ pits fa う-9 う
-OK0.NKALED!9E	-OK 0.んか led! 9 え
-OK2GYOFOGZU-U	-OK 2 ぎょ fog ず-う
OKCS8PT-UA-UMU	OK cs 8 Pt-うあ-um う
.!-OKDOTCUZUAT	.!-OK dot Cu ず at
O.-KEY9SUFAOTU	お.-key 9 す fa おつ
OKGD-2.ETSOXU-	OK Gd-2.え ts ox う-
OK-IUEREU7N-XE	OK-いう ere う 7 ん-Xe
-OKNJFK35.I!LE	-OK ん JFK 35.い! Le
OKN.N!02!XE581	OK ん.ん! 02! Xe 581
OKPUI9.XEEFE.-	OK ぷい 9.Xe え Fe.-
O-KRBU3-LSAUU-	お-Kr ぶ 3-ls Au う-
-OKRSFRIUO.UE0	-OK rs Fr いうお.うえ 0
OKRU-WECU-!ASU	OK る-we Cu-! as う
OK!TEUUUCLOWTY	OK! てううう Cl ow Ty
-O.KULOIF9PEG.	-お.く lo if 9 peg.
OLOEPYUED-U!YU	お lo えぴゅ Ed-う! ゆ
.OLOYDTA2U-MUU	.お Loyd た 2 う-むう
O-MAPCSN.3TUTY	お-map cs ん.3 つ Ty
O.MG9N--ULAYWA	お.Mg 9 ん--う lay わ
OMGMG.7LACK90-	お Mg Mg.7 lack 90-
-OMN77.FAN8KEG	-お Mn 77.fan 8 keg
O-MN9KE.LE!3KA	お-Mn 9 け.Le! 3 か
OMSEONCR4.PT-.	お ms eon Cr 4.Pt-.
-OMUAYTUIRU5EX	-おむ ay ついる 5 ex
OMYIN-.JU7FUZA	お my in-.じゅ 7 ふざ
ON0.4715CLN45-	on 0.4715 Cl ん 45-
O-N2LOBSYUNMD.	お-ん 2 lobs ゆん Md.
ON46NAMLINRUM!	on 46 Nam Lin rum!
ON751035UCU!TY	on 751035 う Cu! Ty
O.N9013.55E9IF	お.ん 9013.55 え 9 if
O-N9LS.REPPUBU	お-ん 9 ls.rep pub う
ONE9I--NOXTUDE	one 9 い--ん ox つで
ONEXOJUN9ZN-XE	on ex おじゅん 9 Zn-Xe
-O-NIFOXNGE3TY	-お-に fox んげ 3 Ty
O.NIL8OXNUUAM.	お.nil 8 ox ぬう am.
ONN.GUOXIDHZ.0	on ん.ぐ ox id Hz.0
ONU.IT4U-XEAPT	on う.it 4 う-Xe apt
OO2KS.U-FESKYU	おお 2 ks.う-Fe sky う
O.O8-WECUTMDTU	お.お 8-we cut Md つ
-OOARFU-MYUN1U	-お oar ふ-みゅん 1 う
OOBEU9N-FU-OYU	お Ob えう 9 ん-ふ-おゆ
OOFRYUKAL-5U-U	おお Fr yuk Al-5 う-う
OOKN.CRUS-2TE-	お OK ん.Cr us-2 て-
OOLYENKUO4TUT-	おお lye んくお 4 Tut-
OOMYPBFANNU..!	おお my Pb fan ぬ..!
OOOFU-UM-3CRN-	おお of う-um-3 Cr ん-
OO-PELS0U!085-	おお-ぺ ls 0 う! 085-
OO!UNULO3594!5	おお! うぬ lo 3594! 5
OPD3LS.YU-MSBU	お Pd 3 ls.ゆ-ms ぶ
OPD-EZU4NATUX-	お Pd-えず 4 な tux-
OPD.FRUZO7.UEM	お Pd.Fr うぞ 7.う em
OPD-PUT2N.ALU.	お Pd-put 2 ん.Al う.
OPET..2FUINOYU	お pet..2 ふ in おゆ
OPEUNIFZURO9U-	おぺうん if ずろ 9 う-
-OPI4U.MEQOMUU	-おぴ 4 う.め Qom うう
OPO-NFOEYUU4N-	おぽ-ん foe ゆう 4 ん-
!OREREXUEPUWM.	! ore Rex うえぷ Wm.
ORFA-TBNDE!4-!	or fa-Tb Nd え! 4-!
ORI.OFMORN0TUU	or い.of morn 0 つう
ORIUEHBUU!TUX-	or いう eh ぶう! tux-
ORLAUA.9PTNUT-	or la うあ.9 Pt nut-
ORLAUU9-OFBU.-	or la うう 9-of ぶ.-
ORLIUSOGIRU-!U	or Li us おぎる-! う
OR!MNAUALYRE.-	or! Mn Au あ lyre.-
-ORMSCDUMPS6.U	-or ms Cd umps 6.う
O!RNCS951950SU	お! Rn cs 951950 す
ORNDNED.CS929U	or Nd Ned.cs 929 う
-ORN.OFTA8TEYU	-or ん.oft あ 8 てゆ
-ORRGILHURS!SU	-Orr Gil ふ rs! す
ORS-0U.AUCRIF-	お rs-0 う.Au Cr if-
ORS-CS.0UPRNIF	お rs-cs.0 up Rn if
ORSFU!JOEI-.UR	お rs ふ! Joe い-.Ur
OR.TYMUUCL1OF-	or.Ty むう Cl 1 of-
ORU-4YES-ELAYU	or う-4 yes-え lay う
ORUEFE-.SOY9YE	or うえ Fe-.soy 9 ye
ORUM5PA--UKUEX	or um 5 ぱ--うく ex
ORUSOY.AY!FUEM	or う soy.ay! ふ em
ORUTEZN9QUA-IT	or Ute Zn 9 qua-it
ORUTOHENFR7-U.	or うと hen Fr 7-う.
ORU--UPGIGO!XE	or う--up gig お! Xe
.ORXE-MU7ERRES	.or Xe-む 7 err es
OS05!KE07AL!.0	Os 05! け 07 Al!.0
OS4..CAMRSITU-	Os 4..cam rs it う-
OS8FAYIF..UPTU	Os 8 Fay if..up つ
OS.8NHZNIUCI.U	Os.8 ん Hz にう Ci.う
OSBCUNTTYIS.3-	お Sb cunt Ty is.3-
OSFA3MDZYU.STY	Os fa 3 Md じゅ.sty
OSKRMUOH7-UUFU	Os Kr む oh 7-ううふ
OSKRPU.E7MO.FU	Os Kr ぷ.え 7 も.ふ
OSN9CR.OSTIFU-	Os ん 9 Cr.Os ちふ-
OSPIFRU!U.JAU-	Os ぴ Fr う! う.じゃう-
OSREVWMNERUU4-	Os rev Wm ねるう 4-
OSTBYE.N6FR.RS	Os Tb ye.ん 6 Fr.rs
OSWAU.FEN4ZRTY	Os わう.fen 4 Zr Ty
OSYU.KUUP1FLIT	Os ゆ.く up 1 flit
OS.-YUUFR0SBKA	Os.-ゆう Fr 0 Sb か
OTAN!CRLORUT.-	お tan! Cr lo rut.-
OU2-ROCLTINTU.	おう 2-ろ Cl tint う.
OU53ALU10!.44-	おう 53 Al う 10!.44-
OU5715.4FU3I.0	おう 5715.4 ふ 3 い.0
-OU8ZN-COGMDIT	-おう 8 Zn-cog Md it
O.U951TU3704LE	お.う 951 つ 3704 Le
OU9-DEMOTYSEXU	おう 9-demo Ty sex う
OU9NAN-NFIROS-	おう 9 Nan-ん fir Os-
O.UAL.ON.I9UHN	お.う Al.on.い 9 uh ん
OUCS7KW.FERSU-	おう cs 7 kW.fer す-
OUDOLTRN-NLA9-	おう dolt Rn-ん la 9-
OUFAKSPWNS.4U-	お Ufa ks pwns.4 う-
OUFOXBYFU-A!U.	おう fox by ふ-あ! う.
OUHPI.FRFR.US0	お uh ぴ.Fr Fr.us 0
O-UIFCU5I.YAM.	お-う if Cu 5 い.yam.
OU-LIGSOUPD-9U	おう-Li gs おう Pd-9 う
OULO842!4GS.05	おう lo 842! 4 gs.05
OU.NCI6EMPD-U-	おう.ん Ci 6 em Pd-う-
OU!.NUID34CDKS	おう!.ぬ id 34 Cd ks
-OUNXEKETICR0-	-おうん Xe けち Cr 0-
!OUNYERISUOCT-	! おうん ye りす Oct-
O.UO1KREU-IFU-	お.うお 1 Kr えう-if う-
O-U-OFNNROY4ES	お-う-of んん Roy 4 es
O.!UOKCLFUIIU-	お.! う OK Cl ふいいう-
OUR88NDCUBGD!-	our 88 Nd cub Gd!-
-OUREEULAWYU4-	-our ええう law ゆ 4-
OUROYCSUMU-AM!	おう Roy cs um う-am!
.-OUS43548AL!5	.-お us 43548 Al! 5
OUSRUYUFABI.0-	お us るゆ fa び.0-
OUTECR.DUOZWM!	out え Cr.づ Oz Wm!
!OUTGYP-EYEAXU	! out gyp-eye ax う
OUU7TARCL-NSTY	おうう 7 tar Cl-ん sty
OUUBYDUILO!SU-	おうう by づい lo! す-
O--UUCS9ATKAU-	お--うう cs 9 at かう-
OUWEFEDO2-..YU	おう we fed お 2-..ゆ
OUXETS!E-KAYUR	おう Xe ts! え-Kay Ur
--O.UYEAPI3FUU	--お.う yea ぴ 3 ふう
-.OUYOE4ONFRE-	-.おうよえ 4 on Fr え-
OW5AKOFR-TUNU.	ow 5 あこ Fr-tun う.
OW6.FUNPDOTMUU	ow 6.ふ Np dot むう
OW9-ECD..THUEM	ow 9-え Cd..Th う em
OWA2.-.UUFERKS	ow あ 2.-.うう fer ks
-OWDEKUEXRS!SU	-ow でく ex rs! す
OW-EECUTY3BU.-	ow-ええ Cu Ty 3 ぶ.-
OW..FAARTU-E9U	ow..fa art う-え 9 う
!OWFLYDIGAS.U.	! ow fly dig as.う.
O.WITUMGUA2TUX	お.wit um ぐあ 2 tux
.-OWKEGUS4OCT-	.-ow keg us 4 Oct-
-OWNKW5OEFUND.	-own kW 5 おえ fund.
OWNWENTCI5DU-.	own went Ci 5 づ-.
OWREAFT.ZEYU9U	ow れ aft.ぜゆ 9 う
OWTEIRUNYU5.OF	ow てい run ゆ 5.of
OWYO!TEUPDLUG.	ow よ! てう Pd lug.
OX00259UU95PEG	ox 00259 うう 95 peg
OX1SKYEUU-FRE-	ox 1 Skye うう-Fr え-
OX55AM!.70!0LE	ox 55 am!.70! 0 Le
OX6-GUYITUFUAT	ox 6-guy it うふ at
OX9440UE555XE-	ox 9440 うえ 555 Xe-
OX95MUGTU87551	ox 95 mug つ 87551
.OX-9ETICMSNBU	.ox-9 え tic ms んぶ
OXA2-FRHUGUT.-	ox あ 2-Fr ふ gut.-
OXAD.!RE-TIUSU	ox ad.! れ-ち us う
OXBY5AM--EUND.	ox by 5 am--えう Nd.
OXBYES9-MGPUSU	ox byes 9-Mg pus う
OXCUDSPTEN-0TY	ox cuds Pt えん-0 Ty
OX!DEUUHEID-.-	ox! でう uh え id-.-
OXESTO08E-!-05	ox es と 08 え-!-05
OXFDRNU0-AUPS-	ox FDR ぬ 0-あ ups-
OXIFCDTS..5STY	ox if Cd ts..5 sty
OX.N!BPIBTUSUU	ox.ん! BP い Btu すう
-OXNN.6NIHOGUU	-ox んん.6 に hog うう
-!OXPUPBLUIGUU	-! ox pup Blu いぐう
OXRNPBNETSPU.!	ox Rn Pb nets ぷ.!
OXTE8.-DETOGTY	ox て 8.-で tog Ty
OXTUKUEM3TOIU-	ox つく em 3 という-
OX.U5I54395!ES	ox.う 5 い 54395! es
OXU5-OKKUEBTU-	ox う 5-OK くえ Btu-
.OXUBAT9FE.STY	.ox う bat 9 Fe.sty
OXUBTUE.YO-!DE	ox う Btu え.よ-! で
OXUDUUMLIOGI!-	ox うづ um Li おぎ!-
OXYESECUTRUI-!	ox yes え cut るい-!
-OYAW8TEDZUFUU	-お yaw 8 Ted ずふう
OYUFU86E55092U	おゆふ 86 え 55092 う
OYUSBUHKO-!FUU	おゆ Sb uh こ-! ふう
OZ3TYDO.JUTFE-	Oz 3 Ty ど.jut Fe-
OZ83N.FAD!03!5	Oz 83 ん.fad! 03! 5
OZ!ACGO-UKRTU-	Oz! Ac ご-う Kr つ-
OZBUUU7LIKEKU-	Oz ぶうう 7 like く-
OZCU3!U-41905E	Oz Cu 3! う-41905 え
OZEE7RNRYOFU-U	Oz ええ 7 Rn りょふ-う
-OZ.ETO9IFNCD.	-Oz.えと 9 if ん Cd.
OZGYPOF6MUFUYU	Oz gyp of 6 むふゆ
.OZNNLI3JOUJU-	.Oz んん Li 3 じょうじゅ-
OZRMDUKUO.OFT0	お Zr Md うくお.oft 0
OZROLD4TUMAU.-	お Zr old 4 つまう.-
OZSPUR5RUGLIMY	Oz spur 5 rug limy
-OZUSDAD!TUXYE	-Oz us dad! tux ye
OZWU.FR4ESKAU-	Oz Wu.Fr 4 es かう-
!PA57.5208CUUU	! ぱ 57.5208 Cu うう
PACLU!UPSPUNY-	ぱ Cl う! ups puny-
PARN-2USWUFLUX	par ん-2 us Wu flux
PATOUEXYUYU!EM	pat おう ex ゆゆ! em
PAVET.SNNPUR4-	ぱ vet.Sn Np Ur 4-
..PB2PUCUOE-N-	..Pb 2 ぷ Cu おえ-ん-
PB4TYLAOUN.-SU	Pb 4 Ty Lao うん.-す
PB989UDUICLUGU	Pb 989 うづい Cl うぐ
.PBMNCOBNNN07!	.Pb Mn cob んんん 07!
PB.NU!96INILEG	Pb.ぬ! 96 in い leg
PBSLYKSU5.PB.U	Pb sly ks う 5.Pb.う
PD-3U!FEREI!IT	Pd-3 う! fer えい! it
PD48UKUN1CR.EM	Pd 48 うくん 1 Cr.em
PD99EX3NRENNKE	Pd 99 ex 3 んれんんけ
-PDKAMETY55FR!	-Pd かめ Ty 55 Fr!
.PD--KSSNNSIC1	.Pd--ks Sn ん sic 1
PDLARN.O-5ITN.	Pd la Rn.お-5 it ん.
.PDOMONTS4U-XE	.Pd おもん ts 4 う-Xe
!PDTIUDU75E-IF	! Pd ちうづ 75 え-if
PE0.509A950CD.	ぺ 0.509 あ 950 Cd.
PE59300CU8-2SU	ぺ 59300 Cu 8-2 す
PE750.!ELA800-	ぺ 750.! え la 800-
PEAUUM-YO4U-XE	pea う um-よ 4 う-Xe
PEGOZ-UP9CUYE-	peg Oz-up 9 Cu ye-
PEN2TBI.RE!FR!	pen 2 Tb い.れ! Fr!
PEOR6U.ADFU--.	ぺ or 6 う.ad ふ--.
.PER2SUPMI.UXE	.per 2 sup み.う Xe
PERLSLY4.NWEYE	Perl sly 4.ん we ye
PEU7N-XEO-UBUR	ぺう 7 ん-Xe お-う bur
PEUOTUXKUIYE5-	ぺうお tux くい ye 5-
-PEWJUU0LSDID.	-pew じゅう 0 ls did.
PH2.NCR-UPMSSU	pH 2.ん Cr-up ms す
PHFLU7-UORCUU-	pH flu 7-う orc うう-
PHFR5FR!GYBE!-	pH Fr 5 Fr! gybe!-
PH.ICS!URITSUU	pH.い cs! Ur its うう
PHOSFU-A-U4NYU	pH Os ふ-あ-う 4 にゅ
-PI5N.2DEBTFR!	-ぴ 5 ん.2 debt Fr!
PI7!EGUFER-4IT	ぴ 7! えぐ fer-4 it
PIIN.TU8TSUOCT	ぴ in.つ 8 つ Oct
.PIKSFSF..9OAN	.ぴ ks FSF..9 お an
PIUAN81!NN-NIF	ぴう an 81! んん-ん if
PIXEL3-RURSMSU	pixel 3-る rs ms う
PLYKOEURTU8-SE	ply こえ Ur つ 8-せ
PLYUNREWU!AXEM	ply うんれ Wu! ax em
.!PLYURNORBSES	.! ply urn orbs es
.PO5CSGD--OKU-	.ぽ 5 cs Gd--OK う-
-POEX-3UIERUMU	-ぽ ex-3 ういえ rum う
POFR0N.DUOSKS-	ぽ Fr 0 ん.duos ks-
POFUNPSUM4JO.-	ぽふ Np sum 4 じょ.-
POIN-.EXRUT5BU	poi ん-.ex rut 5 ぶ
POLKURRSPEUN0-	Polk Ur rs ぺうん 0-
.POLPU2PT.UING	.pol ぷ 2 Pt.う ING
-POPCRZUNU!KSE	-pop Cr ずぬ! ks え
.POPMEU1IFYUU.	.pop めう 1 if ゆう.
POPMNRS2.UFLUX	pop Mn rs 2.う flux
POSYUR0.-UAGIF	posy Ur 0.-う Ag if
.POTIUNCS!RSKS	.pot いうん cs! rs ks
-POU9U-AGFAXU-	-ぽう 9 う-Ag fax う-
PO.UM7XERETB.U	ぽ.um 7 Xe れ Tb.う
POXFR-GUTN6YES	pox Fr-gut ん 6 yes
POXTERMGSWE.9U	pox term gs we.9 う
PRIMAG!!FRES4-	prim Ag!! Fr es 4-
-PROFEX4SNU-XE	-prof ex 4 Sn う-Xe
PT334UN0-AX505	Pt 334 うん 0-ax 505
PT3YAFE.NOTUX-	Pt 3 や Fe.の tux-
PT6URZU-CLEBYU	Pt 6 Ur ず-Cl えびゅ
.PTA..9ETOCITU	.Pt あ..9 えと Ci つ
.PTAUAY0YA-UFU	.Pt Au ay 0 や-うふ
PTEFIG.2!ROMD!	Pt え fig.2! ろ Md!
PTHI3NUO-ZUFUR	Pt ひ 3 ぬお-ず fur
.PTHZ4XEGIG-KS	.Pt Hz 4 Xe gig-ks
PTKSAZO!CDMN..	Pt ks あぞ! Cd Mn..
PTKUO5NYUETAX-	Pt くお 5 にゅえ tax-
PTLI-DBU!3TED!	Pt Li-dB う! 3 Ted!
PT-LO66SUMU005	Pt-lo 66 sum う 005
PTMI.TBLET449E	Pt み.Tb let 449 え
PT-NCSPTU.6AD.	Pt-ん cs Pt う.6 ad.
-PTNMGDACOX-.0	-Pt ん Mg だ cox-.0
PT..O5NFUCAWTY	Pt..お 5 んふ caw Ty
PTOFEX4AG.WU.-	Pt of ex 4 Ag.Wu.-
PT.O-PDCL0CUU-	Pt.お-Pd Cl 0 Cu う-
PTRN5CS.ISMOYU	Pt Rn 5 cs.ism おゆ
PTRN5CU.PHYES-	Pt Rn 5 Cu.pH yes-
PTSIXKO0RUE.FU	Pt six こ 0 rue.ふ
PTUTIO6CSN.DU-	Pt うちお 6 cs ん.づ-
!PTUUH-.CDOU-A	! Pt う uh-.Cd おう-あ
PTUYECS-UI6.BU	Pt う ye cs-うい 6.ぶ
.PU30058OF45YE	.ぷ 30058 of 45 ye
PU307!CS3.5-3E	ぷ 307! cs 3.5-3 え
PU37ELO5.454.0	ぷ 37 え lo 5.454.0
PU502.3AL0.42U	ぷ 502.3 Al 0.42 う
PU!58ELK9855ON	ぷ! 58 elk 9855 on
PU5FAKR--OXNSU	ぷ 5 fa Kr--ox んす
PU8-ISPUCLBUU-	ぷ 8-is ぷ Cl ぶう-
PU8MI76FE.NNKE	ぷ 8 み 76 Fe.んんけ
PUA35.!320U!XE	ぷあ 35.! 320 う! Xe
PUBFU.HZ7BUTUX	pub ふ.Hz 7 ぶ tux
PUBNTOFLYNI6.U	pub んと fly に 6.う
PUBRS0TYNHO.FU	pub rs 0 Ty んほ.ふ
PUBY-RSNAEX!SU	ぷ by-rs な ex! す
PUCUBNOS-7IUU-	ぷ cub ん Os-7 いうう-
-PUCUPO9MOU.EM	-ぷ cup お 9 もう.em
PUE5.TYAXSUBMY	ぷえ 5.Ty ax sub my
PU!ED4-FIEFO9-	ぷ! Ed 4-fief お 9-
!PUEREVYUUKISS	! ぷえ rev ゆう kiss
PUFEIAX-A9.MU.	ぷ Fe い ax-あ 9.む.
PUFF5BI--44THN	puff 5 び--44 Th ん
PUG9TUKAUORCYU	pug 9 つかう orc ゆ
PUIUULSYOU3MIT	ぷいうう ls you 3 MIT
PUKWAE!.CSRSU-	ぷ kW あえ!.cs rs う-
PU!NPXEUBSKOU-	ぷ! Np Xe UBS こう-
PU-OBMUAXTUN3-	ぷ-Ob む ax tun 3-
PUO.-EREE9ITUX	ぷお.-ere え 9 い tux
PUONTYFOE8.-RE	ぷ on Ty foe 8.-れ
PURURS-O3N-ILE	ぷる rs-お 3 ん-い Le
PUSU2BURLENVY-	pus う 2 Burl envy-
PU-SUALED9OR.-	ぷ-す Al Ed 9 or.-
PUTFAUON.9O-KS	put fa う on.9 お-ks
PUUIUCL7WUUBS-	ぷういう Cl 7 Wu UBS-
PU.UI-UIFAO9SU	ぷ.うい-う if あお 9 す
PUU.NIDSLUTWO2	ぷう.ん id slut を 2
PUWARIU.UUP!LE	ぷ war いう.う up! Le
-PUZI8UCR-EUAT	-ぷじ 8 う Cr-えう at
PWNYOFUGS.7RSE	pwn よふ gs.7 rs え
PYOMNAM.XEMUU2	ぴょ Mn am.Xe むう 2
PYOSUDSCSNUWM!	ぴょ suds cs ぬ Wm!
PYUU.NNLAXOHN0	ぴゅう.んん lax oh ん 0
PYXNTUUPLA4-SE	pyx んつ up la 4-せ
PYXOUU-UEIEM2U	pyx おうう-うえい em 2 う
PYXU-UP5.ECSIF	pyx う-up 5.え cs if
QOM5!8CU52.35-	Qom 5! 8 Cu 52.35-
QOM.E037595U2U	Qom.え 037595 う 2 う
QOMHGUTS4-YAU-	Qom Hg う ts 4-やう-
QUA6TYHUU-FRE-	qua 6 Ty ふう-Fr え-
QUAKYUSBTSEX-!	qua きゅ Sb ts ex-!
RA3DBKRCS-UN..	ら 3 dB Kr cs-うん..
